code,volume
HK.01463,0
HK.01466,0
HK.01468,0
HK.01470,0
HK.01471,0
HK.01472,0
HK.01473,0
HK.01475,0
HK.01476,0
HK.01477,3000
HK.01478,0
HK.01480,0
HK.01481,0
HK.01483,0
HK.01486,0
HK.01488,0
HK.01489,0
HK.01490,0
HK.01496,0
HK.01497,0
HK.01498,0
HK.01499,0
HK.01500,0
HK.01501,0
HK.01502,0
HK.01508,0
HK.01511,0
HK.01513,0
HK.01515,0
HK.01516,0
HK.01518,0
HK.01519,0
HK.01520,0
HK.01521,0
HK.01522,0
HK.01523,0
HK.01525,0
HK.01526,0
HK.01527,0
HK.01528,0
HK.01529,0
HK.01530,446500
HK.01532,0
HK.01536,0
HK.01538,0
HK.01539,0
HK.01540,0
HK.01541,0
HK.01542,0
HK.01543,0
HK.01545,0
HK.01546,0
HK.01547,0
HK.01548,0
HK.01549,0
HK.01551,0
HK.01552,0
HK.01553,0
HK.01555,0
HK.01556,0
HK.01557,0
HK.01559,0
HK.01560,0
HK.01561,0
HK.01563,0
HK.01565,0
HK.01566,0
HK.01568,0
HK.01569,0
HK.01570,0
HK.01571,0
HK.01572,0
HK.01575,0
HK.01576,0
HK.01577,0
HK.01578,0
HK.01579,1252000
HK.01580,0
HK.01581,0
HK.01582,0
HK.01583,0
HK.01585,0
HK.01586,0
HK.01587,0
HK.01588,0
HK.01591,0
HK.01592,0
HK.01593,0
HK.01596,0
HK.01597,0
HK.01598,0
HK.01599,0
HK.01600,0
HK.01601,0
HK.01606,0
HK.01608,0
HK.01609,0
HK.01610,0
HK.01611,0
HK.01612,0
HK.01613,0
HK.01615,0
HK.01616,0
HK.01617,0
HK.01618,0
HK.01620,0
HK.01621,0
HK.01622,0
HK.01623,0
HK.01625,0
HK.01626,0
HK.01627,0
HK.01628,0
HK.01629,0
HK.01630,0
HK.01631,0
HK.01632,0
HK.01633,0
HK.01635,0
HK.01636,0
HK.01637,0
HK.01638,0
HK.01640,0
HK.01641,0
HK.01643,0
HK.01645,0
HK.01647,0
HK.01650,0
HK.01651,0
HK.01652,0
HK.01653,0
HK.01655,0
HK.01656,0
HK.01657,0
HK.01658,0
HK.01660,0
HK.01661,0
HK.01662,0
HK.01663,0
HK.01666,0
HK.01667,0
HK.01668,0
HK.01669,0
HK.01671,0
HK.01672,0
HK.01673,0
HK.01675,0
HK.01676,0
HK.01679,0
HK.01680,0
HK.01681,0
HK.01682,0
HK.01683,0
HK.01685,0
HK.01686,0
HK.01688,0
HK.01689,0
HK.01690,0
HK.01691,0
HK.01692,0
HK.01693,0
HK.01695,0
HK.01696,0
HK.01697,0
HK.01698,0
HK.01701,0
HK.01702,0
HK.01703,0
HK.01705,0
HK.01707,0
HK.01708,0
HK.01709,0
HK.01710,0
HK.01711,0
HK.01712,0
HK.01713,0
HK.01715,0
HK.01716,0
HK.01717,0
HK.01718,0
HK.01719,0
HK.01720,0
HK.01721,0
HK.01722,0
HK.01723,0
HK.01725,0
HK.01726,0
HK.01727,0
HK.01728,0
HK.01729,0
HK.01731,0
HK.01732,0
HK.01733,0
HK.01735,0
HK.01736,0
HK.01737,0
HK.01738,0
HK.01739,0
HK.01740,0
HK.01741,0
HK.01742,0
HK.01745,0
HK.01746,0
HK.01747,0
HK.01748,0
HK.01749,0
HK.01750,0
HK.01751,0
HK.01752,0
HK.01753,0
HK.01755,0
HK.01756,0
HK.01757,0
HK.01758,0
HK.01759,0
HK.01760,0
HK.01762,0
HK.01763,0
HK.01765,0
HK.01766,0
HK.01767,0
HK.01768,12000
HK.01769,0
HK.01770,0
HK.01771,0
HK.01772,0
HK.01773,0
HK.01775,0
HK.01776,281800
HK.01777,0
HK.01778,0
HK.01779,0
HK.01780,0
HK.01782,0
HK.01783,0
HK.01785,0
HK.01786,0
HK.01787,0
HK.01788,0
HK.01789,0
HK.01790,0
HK.01792,0
HK.01793,0
HK.01795,0
HK.01796,0
HK.01797,0
HK.01798,0
HK.01799,0
HK.01800,0
HK.01801,0
HK.01802,0
HK.01803,0
HK.01808,0
HK.01809,0
HK.01810,0
HK.01811,0
HK.01812,0
HK.01813,0
HK.01815,0
HK.01816,0
HK.01817,0
HK.01818,0
HK.01820,0
HK.01822,0
HK.01823,0
HK.01825,0
HK.01826,0
HK.01827,0
HK.01828,0
HK.01830,0
HK.01831,0
HK.01832,0
HK.01833,0
HK.01835,0
HK.01836,0
HK.01837,0
HK.01841,0
HK.01842,0
HK.01843,0
HK.01845,0
HK.01846,0
HK.01847,0
HK.01848,0
HK.01849,0
HK.01850,0
HK.01851,0
HK.01853,0
HK.01854,0
HK.01855,0
HK.01856,0
HK.01857,0
HK.01858,0
HK.01860,0
HK.01861,0
HK.01862,0
HK.01863,0
HK.01865,0
HK.01866,0
HK.01867,0
HK.01868,0
HK.01869,0
HK.01870,0
HK.01871,0
HK.01872,0
HK.01873,0
HK.01875,0
HK.01876,0
HK.01877,0
HK.01878,0
HK.01879,0
HK.01880,0
HK.01882,0
HK.01883,0
HK.01884,0
HK.01888,0
HK.01889,0
HK.01890,0
HK.01891,0
HK.01894,0
HK.01895,0
HK.01896,0
HK.01897,0
HK.01898,0
HK.01899,0
HK.01900,0
HK.01901,0
HK.01903,0
HK.01905,0
HK.01906,0
HK.01907,0
HK.01908,806
HK.01909,0
HK.01910,369600
HK.01911,0
HK.01912,0
HK.01913,1384100
HK.01915,0
HK.01916,0
HK.01917,0
HK.01918,0
HK.01919,300
HK.01920,0
HK.01921,0
HK.01925,0
HK.01927,0
HK.01928,0
HK.01929,95000
HK.01930,0
HK.01931,0
HK.01932,0
HK.01933,0
HK.01935,0
HK.01936,0
HK.01937,0
HK.01938,0
HK.01939,0
HK.01940,0
HK.01941,0
HK.01942,0
HK.01943,0
HK.01945,0
HK.01947,0
HK.01948,0
HK.01949,0
HK.01950,0
HK.01951,0
HK.01952,0
HK.01953,0
HK.01955,0
HK.01956,0
HK.01957,0
HK.01958,0
HK.01959,0
HK.01960,0
HK.01961,0
HK.01962,0
HK.01963,0
HK.01965,0
HK.01966,0
HK.01967,0
HK.01968,0
HK.01969,0
HK.01970,0
HK.01971,0
HK.01972,0
HK.01973,0
HK.01975,0
HK.01977,0
HK.01978,0
HK.01979,0
HK.01980,0
HK.01981,0
HK.01982,0
HK.01983,0
HK.01985,0
HK.01986,0
HK.01987,0
HK.01988,460
HK.01989,0
HK.01991,0
HK.01993,0
HK.01995,0
HK.01996,0
HK.01997,0
HK.01999,0
HK.02000,0
HK.02001,0
HK.02002,0
HK.02003,0
HK.02005,0
HK.02007,0
HK.02008,0
HK.02009,0
HK.02011,0
HK.02012,0
HK.02013,0
HK.02015,0
HK.02016,0
HK.02017,0
HK.02018,0
HK.02020,48
HK.02022,0
HK.02023,0
HK.02025,0
HK.02026,27000
HK.02028,0
HK.02030,0
HK.02031,0
HK.02033,0
HK.02038,0
HK.02039,0
HK.02041,0
HK.02048,0
HK.02050,0
HK.02051,0
HK.02057,0
HK.02068,0
HK.02076,0
HK.02078,0
HK.02080,0
HK.02086,0
HK.02088,0
HK.02096,0
HK.02097,0
HK.02098,0
HK.02099,0
HK.02100,0
HK.02101,0
HK.02102,0
HK.02105,0
HK.02107,0
HK.02108,0
HK.02110,0
HK.02111,0
HK.02112,0
HK.02113,0
HK.02116,0
HK.02119,0
HK.02120,0
HK.02121,0
HK.02122,0
HK.02125,0
HK.02126,0
HK.02127,0
HK.02128,0
HK.02129,0
HK.02130,0
HK.02131,0
HK.02132,0
HK.02135,0
HK.02136,0
HK.02137,0
HK.02138,0
HK.02139,0
HK.02142,0
HK.02145,0
HK.02146,0
HK.02147,0
HK.02149,0
HK.02150,0
HK.02152,0
HK.02153,0
HK.02155,0
HK.02156,0
HK.02157,0
HK.02158,0
HK.02159,0
HK.02160,0
HK.02161,0
HK.02162,0
HK.02163,0
HK.02165,0
HK.02166,0
HK.02167,0
HK.02168,0
HK.02169,0
HK.02170,0
HK.02171,0
HK.02172,0
HK.02175,0
HK.02176,0
HK.02177,0
HK.02178,0
HK.02179,0
HK.02180,0
HK.02181,0
HK.02182,0
HK.02185,0
HK.02186,0
HK.02187,0
HK.02188,0
HK.02189,0
HK.02190,0
HK.02192,0
HK.02193,0
HK.02195,0
HK.02196,0
HK.02197,0
HK.02198,0
HK.02199,0
HK.02202,0
HK.02203,0
HK.02205,0
HK.02208,0
HK.02209,0
HK.02210,0
HK.02211,0
HK.02212,0
HK.02215,0
HK.02216,0
HK.02218,0
HK.02219,0
HK.02221,0
HK.02222,0
HK.02223,0
HK.02225,0
HK.02226,0
HK.02227,0
HK.02228,0
HK.02230,0
HK.02231,0
HK.02232,0
HK.02233,0
HK.02235,0
HK.02236,0
HK.02237,0
HK.02238,0
HK.02239,0
HK.02245,173800
HK.02246,0
HK.02249,0
HK.02250,0
HK.02251,0
HK.02252,0
HK.02255,0
HK.02256,0
HK.02257,0
HK.02258,0
HK.02259,0
HK.02260,0
HK.02261,0
HK.02262,0
HK.02263,0
HK.02265,0
HK.02266,0
HK.02268,83000
HK.02269,0
HK.02270,0
HK.02271,0
HK.02272,0
HK.02273,0
HK.02276,0
HK.02279,0
HK.02280,0
HK.02281,0
HK.02282,21200
HK.02283,0
HK.02285,0
HK.02286,0
HK.02288,0
HK.02289,0
HK.02290,0
HK.02291,0
HK.02293,0
HK.02295,0
HK.02297,0
HK.02298,0
HK.02299,0
HK.02302,0
HK.02306,0
HK.02307,0
HK.02309,0
HK.02310,0
HK.02312,0
HK.02313,1175500
HK.02314,0
HK.02315,0
HK.02317,0
HK.02318,1173
HK.02319,0
HK.02320,0
HK.02321,0
HK.02322,0
HK.02324,0
HK.02325,0
HK.02326,0
HK.02327,0
HK.02328,0
HK.02329,0
HK.02330,0
HK.02331,0
HK.02333,0
HK.02335,0
HK.02336,0
HK.02337,0
HK.02338,212
HK.02339,0
HK.02340,0
HK.02342,1982
HK.02343,0
HK.02347,0
HK.02348,0
HK.02349,0
HK.02350,0
HK.02352,0
HK.02355,0
HK.02356,0
HK.02357,0
HK.02358,0
HK.02359,0
HK.02360,0
HK.02361,0
HK.02362,0
HK.02363,0
HK.02367,0
HK.02368,0
HK.02369,0
HK.02370,0
HK.02371,0
HK.02372,0
HK.02373,0
HK.02376,0
HK.02377,0
HK.02378,0
HK.02380,0
